tg_path,singer,duration_s,n_tiers,tier_names,n_word,n_phone,n_mix,n_falsetto,n_breathy,n_pharyngeal,n_vibrato,n_glissando,n_global
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0009.TextGrid,EN-Tenor-1,3.197,2,word|phone,12,27,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0007.TextGrid,EN-Tenor-1,2.18,2,word|phone,5,7,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0003.TextGrid,EN-Tenor-1,1.94,2,word|phone,7,16,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0008.TextGrid,EN-Tenor-1,3.036,2,word|phone,11,25,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0010.TextGrid,EN-Tenor-1,1.367,2,word|phone,4,9,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Paired_Speech_Group/0005.TextGrid,EN-Tenor-1,3.932,2,word|phone,13,35,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0011.TextGrid,EN-Tenor-1,8.901,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,35,35.0,35.0,35.0,35.0,35.0,35.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0012.TextGrid,EN-Tenor-1,9.152,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0002.TextGrid,EN-Tenor-1,6.74,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,6,12,12.0,12.0,12.0,12.0,12.0,12.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0013.TextGrid,EN-Tenor-1,10.372,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0000.TextGrid,EN-Tenor-1,6.611,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,25,25.0,25.0,25.0,25.0,25.0,25.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0001.TextGrid,EN-Tenor-1,6.372,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,22,22.0,22.0,22.0,22.0,22.0,22.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0004.TextGrid,EN-Tenor-1,9.042,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,32,32.0,32.0,32.0,32.0,32.0,32.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0006.TextGrid,EN-Tenor-1,6.375,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,5,12,12.0,12.0,12.0,12.0,12.0,12.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0009.TextGrid,EN-Tenor-1,11.797,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,26,26.0,26.0,26.0,26.0,26.0,26.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0007.TextGrid,EN-Tenor-1,7.286,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,4,6,6.0,6.0,6.0,6.0,6.0,6.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0003.TextGrid,EN-Tenor-1,7.433,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,6,13,13.0,13.0,13.0,13.0,13.0,13.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0008.TextGrid,EN-Tenor-1,10.649,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,25,25.0,25.0,25.0,25.0,25.0,25.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0010.TextGrid,EN-Tenor-1,6.143,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,4,9,9.0,9.0,9.0,9.0,9.0,9.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Control_Group/0005.TextGrid,EN-Tenor-1,9.682,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,32,32.0,32.0,32.0,32.0,32.0,32.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0011.TextGrid,EN-Tenor-1,8.574,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,33,33.0,33.0,33.0,33.0,33.0,33.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0012.TextGrid,EN-Tenor-1,10.225,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0002.TextGrid,EN-Tenor-1,6.644,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,6,14,14.0,14.0,14.0,14.0,14.0,14.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0013.TextGrid,EN-Tenor-1,9.736,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0000.TextGrid,EN-Tenor-1,6.872,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,26,26.0,26.0,26.0,26.0,26.0,26.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0001.TextGrid,EN-Tenor-1,7.453,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,11,23,23.0,23.0,23.0,23.0,23.0,23.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0004.TextGrid,EN-Tenor-1,10.535,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,33,33.0,33.0,33.0,33.0,33.0,33.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0006.TextGrid,EN-Tenor-1,5.953,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,5,14,14.0,14.0,14.0,14.0,14.0,14.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0009.TextGrid,EN-Tenor-1,10.508,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0007.TextGrid,EN-Tenor-1,6.729,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,5,7,7.0,7.0,7.0,7.0,7.0,7.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0003.TextGrid,EN-Tenor-1,5.653,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,6,14,14.0,14.0,14.0,14.0,14.0,14.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0008.TextGrid,EN-Tenor-1,9.234,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0010.TextGrid,EN-Tenor-1,5.023,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,4,9,9.0,9.0,9.0,9.0,9.0,9.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/What Was I Made For∩╝ƒ/Breathy_Group/0005.TextGrid,EN-Tenor-1,9.623,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,31,31.0,31.0,31.0,31.0,31.0,31.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Paired_Speech_Group/0002.TextGrid,EN-Tenor-1,6.176,2,word|phone,22,58,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Paired_Speech_Group/0000.TextGrid,EN-Tenor-1,4.683,2,word|phone,14,42,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Paired_Speech_Group/0001.TextGrid,EN-Tenor-1,3.493,2,word|phone,13,31,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Paired_Speech_Group/0004.TextGrid,EN-Tenor-1,2.44,2,word|phone,7,16,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Paired_Speech_Group/0006.TextGrid,EN-Tenor-1,5.875,2,word|phone,16,47,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Paired_Speech_Group/0009.TextGrid,EN-Tenor-1,4.692,2,word|phone,17,43,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Paired_Speech_Group/0007.TextGrid,EN-Tenor-1,5.586,2,word|phone,20,52,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Paired_Speech_Group/0003.TextGrid,EN-Tenor-1,3.224,2,word|phone,13,28,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Paired_Speech_Group/0008.TextGrid,EN-Tenor-1,4.243,2,word|phone,16,42,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Paired_Speech_Group/0010.TextGrid,EN-Tenor-1,1.484,2,word|phone,6,13,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Paired_Speech_Group/0005.TextGrid,EN-Tenor-1,2.363,2,word|phone,8,18,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Control_Group/0002.TextGrid,EN-Tenor-1,14.065,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,20,56,56.0,56.0,56.0,56.0,56.0,56.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Control_Group/0000.TextGrid,EN-Tenor-1,11.204,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,41,41.0,41.0,41.0,41.0,41.0,41.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Control_Group/0001.TextGrid,EN-Tenor-1,7.633,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,30,30.0,30.0,30.0,30.0,30.0,30.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Control_Group/0004.TextGrid,EN-Tenor-1,7.341,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,8,17,17.0,17.0,17.0,17.0,17.0,17.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Control_Group/0006.TextGrid,EN-Tenor-1,8.007,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,45,45.0,45.0,45.0,45.0,45.0,45.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Control_Group/0009.TextGrid,EN-Tenor-1,8.821,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,41,41.0,41.0,41.0,41.0,41.0,41.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Control_Group/0007.TextGrid,EN-Tenor-1,8.292,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,49,49.0,49.0,49.0,49.0,49.0,49.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Control_Group/0003.TextGrid,EN-Tenor-1,7.193,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,28,28.0,28.0,28.0,28.0,28.0,28.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Control_Group/0008.TextGrid,EN-Tenor-1,8.381,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,39,39.0,39.0,39.0,39.0,39.0,39.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Control_Group/0010.TextGrid,EN-Tenor-1,7.492,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,6,13,13.0,13.0,13.0,13.0,13.0,13.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Control_Group/0005.TextGrid,EN-Tenor-1,7.316,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,19,19.0,19.0,19.0,19.0,19.0,19.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Breathy_Group/0002.TextGrid,EN-Tenor-1,13.245,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,22,59,59.0,59.0,59.0,59.0,59.0,59.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Breathy_Group/0000.TextGrid,EN-Tenor-1,9.489,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,39,39.0,39.0,39.0,39.0,39.0,39.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Breathy_Group/0001.TextGrid,EN-Tenor-1,6.165,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,32,32.0,32.0,32.0,32.0,32.0,32.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Breathy_Group/0004.TextGrid,EN-Tenor-1,7.452,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,18,18.0,18.0,18.0,18.0,18.0,18.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Breathy_Group/0006.TextGrid,EN-Tenor-1,7.492,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,46,46.0,46.0,46.0,46.0,46.0,46.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Breathy_Group/0009.TextGrid,EN-Tenor-1,8.484,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,44,44.0,44.0,44.0,44.0,44.0,44.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Breathy_Group/0007.TextGrid,EN-Tenor-1,7.882,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,20,52,52.0,52.0,52.0,52.0,52.0,52.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Breathy_Group/0003.TextGrid,EN-Tenor-1,7.443,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Breathy_Group/0008.TextGrid,EN-Tenor-1,7.901,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,16,41,41.0,41.0,41.0,41.0,41.0,41.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Breathy_Group/0010.TextGrid,EN-Tenor-1,6.5,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,6,13,13.0,13.0,13.0,13.0,13.0,13.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Stay/Breathy_Group/0005.TextGrid,EN-Tenor-1,7.201,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,19,19.0,19.0,19.0,19.0,19.0,19.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Paired_Speech_Group/0002.TextGrid,EN-Tenor-1,7.602,2,word|phone,22,56,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Paired_Speech_Group/0000.TextGrid,EN-Tenor-1,6.761,2,word|phone,20,56,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Paired_Speech_Group/0001.TextGrid,EN-Tenor-1,7.402,2,word|phone,25,63,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Paired_Speech_Group/0004.TextGrid,EN-Tenor-1,3.12,2,word|phone,12,28,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Paired_Speech_Group/0006.TextGrid,EN-Tenor-1,2.55,2,word|phone,9,21,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Paired_Speech_Group/0007.TextGrid,EN-Tenor-1,5.434,2,word|phone,23,59,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Paired_Speech_Group/0003.TextGrid,EN-Tenor-1,6.662,2,word|phone,22,60,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Paired_Speech_Group/0005.TextGrid,EN-Tenor-1,3.481,2,word|phone,13,36,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Control_Group/0002.TextGrid,EN-Tenor-1,10.936,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,19,53,53.0,53.0,53.0,53.0,53.0,53.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Control_Group/0000.TextGrid,EN-Tenor-1,11.475,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,19,55,55.0,55.0,55.0,55.0,55.0,55.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Control_Group/0001.TextGrid,EN-Tenor-1,11.044,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,21,59,59.0,59.0,59.0,59.0,59.0,59.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Control_Group/0004.TextGrid,EN-Tenor-1,9.662,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,27,27.0,27.0,27.0,27.0,27.0,27.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Control_Group/0006.TextGrid,EN-Tenor-1,6.861,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,9,19,19.0,19.0,19.0,19.0,19.0,19.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Control_Group/0007.TextGrid,EN-Tenor-1,14.853,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,23,59,59.0,59.0,59.0,59.0,59.0,59.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Control_Group/0003.TextGrid,EN-Tenor-1,11.025,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,19,57,57.0,57.0,57.0,57.0,57.0,57.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Control_Group/0005.TextGrid,EN-Tenor-1,7.731,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,36,36.0,36.0,36.0,36.0,36.0,36.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Breathy_Group/0002.TextGrid,EN-Tenor-1,10.492,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,21,55,55.0,55.0,55.0,55.0,55.0,55.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Breathy_Group/0000.TextGrid,EN-Tenor-1,10.962,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,21,57,57.0,57.0,57.0,57.0,57.0,57.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Breathy_Group/0001.TextGrid,EN-Tenor-1,10.871,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,23,61,61.0,61.0,61.0,61.0,61.0,61.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Breathy_Group/0004.TextGrid,EN-Tenor-1,9.896,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,12,29,29.0,29.0,29.0,29.0,29.0,29.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Breathy_Group/0006.TextGrid,EN-Tenor-1,6.932,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,20,20.0,20.0,20.0,20.0,20.0,20.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Breathy_Group/0007.TextGrid,EN-Tenor-1,14.302,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,24,60,60.0,60.0,60.0,60.0,60.0,60.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Breathy_Group/0003.TextGrid,EN-Tenor-1,10.822,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,21,64,64.0,64.0,64.0,64.0,64.0,64.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/Rolling in the Deep/Breathy_Group/0005.TextGrid,EN-Tenor-1,7.814,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,15,37,37.0,37.0,37.0,37.0,37.0,37.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Paired_Speech_Group/0002.TextGrid,EN-Tenor-1,5.283,2,word|phone,14,47,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Paired_Speech_Group/0000.TextGrid,EN-Tenor-1,3.893,2,word|phone,16,34,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Paired_Speech_Group/0001.TextGrid,EN-Tenor-1,3.292,2,word|phone,12,30,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Paired_Speech_Group/0004.TextGrid,EN-Tenor-1,2.19,2,word|phone,8,13,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Paired_Speech_Group/0006.TextGrid,EN-Tenor-1,3.303,2,word|phone,10,28,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Paired_Speech_Group/0007.TextGrid,EN-Tenor-1,2.592,2,word|phone,8,19,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Paired_Speech_Group/0003.TextGrid,EN-Tenor-1,7.488,2,word|phone,23,59,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Paired_Speech_Group/0008.TextGrid,EN-Tenor-1,6.295,2,word|phone,20,51,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Paired_Speech_Group/0005.TextGrid,EN-Tenor-1,2.632,2,word|phone,9,21,,,,,,,
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Control_Group/0002.TextGrid,EN-Tenor-1,6.743,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,47,47.0,47.0,47.0,47.0,47.0,47.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Control_Group/0000.TextGrid,EN-Tenor-1,9.152,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,17,34,34.0,34.0,34.0,34.0,34.0,34.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Control_Group/0001.TextGrid,EN-Tenor-1,6.525,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,31,31.0,31.0,31.0,31.0,31.0,31.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Control_Group/0004.TextGrid,EN-Tenor-1,6.483,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,8,13,13.0,13.0,13.0,13.0,13.0,13.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Control_Group/0006.TextGrid,EN-Tenor-1,6.583,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,10,28,28.0,28.0,28.0,28.0,28.0,28.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Control_Group/0007.TextGrid,EN-Tenor-1,6.763,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,8,19,19.0,19.0,19.0,19.0,19.0,19.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Control_Group/0003.TextGrid,EN-Tenor-1,15.058,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,21,57,57.0,57.0,57.0,57.0,57.0,57.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Control_Group/0008.TextGrid,EN-Tenor-1,14.0,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,18,47,47.0,47.0,47.0,47.0,47.0,47.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Control_Group/0005.TextGrid,EN-Tenor-1,6.975,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,8,19,19.0,19.0,19.0,19.0,19.0,19.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Breathy_Group/0002.TextGrid,EN-Tenor-1,7.553,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,14,47,47.0,47.0,47.0,47.0,47.0,47.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Breathy_Group/0000.TextGrid,EN-Tenor-1,10.823,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,17,34,34.0,34.0,34.0,34.0,34.0,34.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Breathy_Group/0001.TextGrid,EN-Tenor-1,7.131,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,13,31,31.0,31.0,31.0,31.0,31.0,31.0,1.0
/content/atlas/English_raw/English/EN-Tenor-1/Breathy/All I Ask/Breathy_Group/0004.TextGrid,EN-Tenor-1,6.732,9,word|phone|mix|falsetto|breathy|pharyngeal|vibrato|glissando|global,8,13,13.0,13.0,13.0,13.0,13.0,13.0,1.0
