clean_name,singer_id,technique,group,group_folder,song,wav_path,tg_path,has_tg,gt_lyrics,gt_lyrics_clean
EN-Tenor-1__mixed_falsetto__control__Back_to_December__0006,EN-Tenor-1,mixed_falsetto,control,Control_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Control_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Control_Group/0006.TextGrid,True,it turns out freedom ain't nothing but missing you wishing i'd realized what i,it turns out freedom aint nothing but missing you wishing id realized what i
EN-Tenor-1__mixed_falsetto__control__Back_to_December__0002,EN-Tenor-1,mixed_falsetto,control,Control_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Control_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Control_Group/0002.TextGrid,True,busier than ever we small talk work and the weather your guard is up and i know why,busier than ever we small talk work and the weather your guard is up and i know why
EN-Tenor-1__mixed_falsetto__control__Back_to_December__0003,EN-Tenor-1,mixed_falsetto,control,Control_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Control_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Control_Group/0003.TextGrid,True,because the last time you saw me is still burned in back of my mind you gave me roses and i left them there to die,because the last time you saw me is still burned in back of my mind you gave me roses and i left them there to die
EN-Tenor-1__mixed_falsetto__control__Back_to_December__0001,EN-Tenor-1,mixed_falsetto,control,Control_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Control_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Control_Group/0001.TextGrid,True,i haven't seen them in a while you've been good,i havent seen them in a while youve been good
EN-Tenor-1__mixed_falsetto__control__Back_to_December__0000,EN-Tenor-1,mixed_falsetto,control,Control_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Control_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Control_Group/0000.TextGrid,True,i'm so glad you made time to see me how's life tell me how's your family,im so glad you made time to see me hows life tell me hows your family
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0004,EN-Tenor-1,mixed_falsetto,technique,Falsetto_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0004.TextGrid,True,this is me swallowing my pride standing in front of you saying i'm sorry for,this is me swallowing my pride standing in front of you saying im sorry for
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0005,EN-Tenor-1,mixed_falsetto,technique,Falsetto_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0005.TextGrid,True,that night and i go back to december all the time,that night and i go back to december all the time
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0007,EN-Tenor-1,mixed_falsetto,technique,Falsetto_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0007.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0007.TextGrid,True,had when you were mine i go back to december turn around and make it alright i go back to december all the time,had when you were mine i go back to december turn around and make it alright i go back to december all the time
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0006,EN-Tenor-1,mixed_falsetto,technique,Falsetto_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0006.TextGrid,True,it turns out freedom ain't nothing but missing you wishing that realized what i,it turns out freedom aint nothing but missing you wishing that realized what i
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0002,EN-Tenor-1,mixed_falsetto,technique,Falsetto_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0002.TextGrid,True,busier than ever we small talk work and the weather your guard is up and i know why,busier than ever we small talk work and the weather your guard is up and i know why
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0003,EN-Tenor-1,mixed_falsetto,technique,Falsetto_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0003.TextGrid,True,because the last time you saw me is still burned in back of my mind you gave me roses and i left them there to die,because the last time you saw me is still burned in back of my mind you gave me roses and i left them there to die
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0001,EN-Tenor-1,mixed_falsetto,technique,Falsetto_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0001.TextGrid,True,i haven't seen them in a while you've been good,i havent seen them in a while youve been good
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0000,EN-Tenor-1,mixed_falsetto,technique,Falsetto_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Falsetto_Group/0000.TextGrid,True,i'm so glad you made time to see me how's life tell me how's your family,im so glad you made time to see me hows life tell me hows your family
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0004,EN-Tenor-1,mixed_falsetto,technique,Mixed_Voice_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0004.TextGrid,True,this is me swallowing my pride standing in front of you saying i'm sorry for,this is me swallowing my pride standing in front of you saying im sorry for
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0005,EN-Tenor-1,mixed_falsetto,technique,Mixed_Voice_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0005.TextGrid,True,that night and i go back to december all the time,that night and i go back to december all the time
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0007,EN-Tenor-1,mixed_falsetto,technique,Mixed_Voice_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0007.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0007.TextGrid,True,had when you were mine i go back to december turn around and make it alright i go back to december all the time,had when you were mine i go back to december turn around and make it alright i go back to december all the time
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0006,EN-Tenor-1,mixed_falsetto,technique,Mixed_Voice_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0006.TextGrid,True,it turns out freedom ain't nothing but missing you wishing i'd realized what i,it turns out freedom aint nothing but missing you wishing id realized what i
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0002,EN-Tenor-1,mixed_falsetto,technique,Mixed_Voice_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0002.TextGrid,True,busier than ever we small talk work and the weather your guard is up and i know why,busier than ever we small talk work and the weather your guard is up and i know why
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0003,EN-Tenor-1,mixed_falsetto,technique,Mixed_Voice_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0003.TextGrid,True,because the last time you saw me is still burned in back of my mind you gave me roses and i left them there to die,because the last time you saw me is still burned in back of my mind you gave me roses and i left them there to die
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0001,EN-Tenor-1,mixed_falsetto,technique,Mixed_Voice_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0001.TextGrid,True,i haven't seen them in a while you've been good,i havent seen them in a while youve been good
EN-Tenor-1__mixed_falsetto__technique__Back_to_December__0000,EN-Tenor-1,mixed_falsetto,technique,Mixed_Voice_Group,Back to December,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Mixed_Voice_Group/0000.TextGrid,True,i'm so glad you made time to see me how's life tell me how's your family,im so glad you made time to see me hows life tell me hows your family
EN-Tenor-1__mixed_falsetto__speech__Look_What_You_Make_Me_Do__0002,EN-Tenor-1,mixed_falsetto,speech,Paired_Speech_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Paired_Speech_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Paired_Speech_Group/0002.TextGrid,True,i don't like your perfect crime how you laugh when you lie,i dont like your perfect crime how you laugh when you lie
EN-Tenor-1__mixed_falsetto__speech__Look_What_You_Make_Me_Do__0003,EN-Tenor-1,mixed_falsetto,speech,Paired_Speech_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Paired_Speech_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Paired_Speech_Group/0003.TextGrid,True,you said the gun was mine isn't cool no i don't like you,you said the gun was mine isnt cool no i dont like you
EN-Tenor-1__mixed_falsetto__speech__Look_What_You_Make_Me_Do__0001,EN-Tenor-1,mixed_falsetto,speech,Paired_Speech_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Paired_Speech_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Paired_Speech_Group/0001.TextGrid,True,the role you made me play of the fool no i don't like you,the role you made me play of the fool no i dont like you
EN-Tenor-1__mixed_falsetto__speech__Look_What_You_Make_Me_Do__0000,EN-Tenor-1,mixed_falsetto,speech,Paired_Speech_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Paired_Speech_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Paired_Speech_Group/0000.TextGrid,True,i don't like your little games don't like your tilted stage,i dont like your little games dont like your tilted stage
EN-Tenor-1__mixed_falsetto__control__Look_What_You_Make_Me_Do__0002,EN-Tenor-1,mixed_falsetto,control,Control_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Control_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Control_Group/0002.TextGrid,True,i don't like your perfect crime how you laugh when you lie,i dont like your perfect crime how you laugh when you lie
EN-Tenor-1__mixed_falsetto__control__Look_What_You_Make_Me_Do__0003,EN-Tenor-1,mixed_falsetto,control,Control_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Control_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Control_Group/0003.TextGrid,True,you said the gun was mine isn't cool no i don't like you,you said the gun was mine isnt cool no i dont like you
EN-Tenor-1__mixed_falsetto__control__Look_What_You_Make_Me_Do__0001,EN-Tenor-1,mixed_falsetto,control,Control_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Control_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Control_Group/0001.TextGrid,True,the role you made me play of the fool no i don't like you,the role you made me play of the fool no i dont like you
EN-Tenor-1__mixed_falsetto__control__Look_What_You_Make_Me_Do__0000,EN-Tenor-1,mixed_falsetto,control,Control_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Control_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Control_Group/0000.TextGrid,True,i don't like your little games don't like your tilted stage,i dont like your little games dont like your tilted stage
EN-Tenor-1__mixed_falsetto__technique__Look_What_You_Make_Me_Do__0002,EN-Tenor-1,mixed_falsetto,technique,Falsetto_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Falsetto_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Falsetto_Group/0002.TextGrid,True,i don't like your perfect crime how you laugh when you lie,i dont like your perfect crime how you laugh when you lie
EN-Tenor-1__mixed_falsetto__technique__Look_What_You_Make_Me_Do__0003,EN-Tenor-1,mixed_falsetto,technique,Falsetto_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Falsetto_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Falsetto_Group/0003.TextGrid,True,you said the gun was mine isn't cool no I don't like you,you said the gun was mine isnt cool no i dont like you
EN-Tenor-1__mixed_falsetto__technique__Look_What_You_Make_Me_Do__0001,EN-Tenor-1,mixed_falsetto,technique,Falsetto_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Falsetto_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Falsetto_Group/0001.TextGrid,True,the role you made me play of the fool no i don't like you,the role you made me play of the fool no i dont like you
EN-Tenor-1__mixed_falsetto__technique__Look_What_You_Make_Me_Do__0000,EN-Tenor-1,mixed_falsetto,technique,Falsetto_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Falsetto_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Falsetto_Group/0000.TextGrid,True,i don't like your little games don't like your tilted stage,i dont like your little games dont like your tilted stage
EN-Tenor-1__mixed_falsetto__technique__Look_What_You_Make_Me_Do__0002,EN-Tenor-1,mixed_falsetto,technique,Mixed_Voice_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Mixed_Voice_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Mixed_Voice_Group/0002.TextGrid,True,i don't like your perfect crime how you laugh when you lie,i dont like your perfect crime how you laugh when you lie
EN-Tenor-1__mixed_falsetto__technique__Look_What_You_Make_Me_Do__0003,EN-Tenor-1,mixed_falsetto,technique,Mixed_Voice_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Mixed_Voice_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Mixed_Voice_Group/0003.TextGrid,True,you said the gun was mine isn't cool no i don't like you,you said the gun was mine isnt cool no i dont like you
EN-Tenor-1__mixed_falsetto__technique__Look_What_You_Make_Me_Do__0001,EN-Tenor-1,mixed_falsetto,technique,Mixed_Voice_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Mixed_Voice_Group/0001.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Mixed_Voice_Group/0001.TextGrid,True,the role you made me play of the fool no i don't like you,the role you made me play of the fool no i dont like you
EN-Tenor-1__mixed_falsetto__technique__Look_What_You_Make_Me_Do__0000,EN-Tenor-1,mixed_falsetto,technique,Mixed_Voice_Group,Look What You Make Me Do,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Mixed_Voice_Group/0000.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Mixed_Voice_Group/0000.TextGrid,True,i don't like your little games don't like your tilted stage,i dont like your little games dont like your tilted stage
EN-Tenor-1__mixed_falsetto__speech__Summertime_Sadness__0004,EN-Tenor-1,mixed_falsetto,speech,Paired_Speech_Group,Summertime Sadness,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Paired_Speech_Group/0004.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Paired_Speech_Group/0004.TextGrid,True,kiss me hard before you go summertime sadness,kiss me hard before you go summertime sadness
EN-Tenor-1__mixed_falsetto__speech__Summertime_Sadness__0005,EN-Tenor-1,mixed_falsetto,speech,Paired_Speech_Group,Summertime Sadness,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Paired_Speech_Group/0005.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Paired_Speech_Group/0005.TextGrid,True,i just wanted you to know that baby you're the best,i just wanted you to know that baby youre the best
EN-Tenor-1__mixed_falsetto__speech__Summertime_Sadness__0007,EN-Tenor-1,mixed_falsetto,speech,Paired_Speech_Group,Summertime Sadness,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Paired_Speech_Group/0007.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Paired_Speech_Group/0007.TextGrid,True,got that summertime summertime sadness oh oh oh oh oh,got that summertime summertime sadness oh oh oh oh oh
EN-Tenor-1__mixed_falsetto__speech__Summertime_Sadness__0006,EN-Tenor-1,mixed_falsetto,speech,Paired_Speech_Group,Summertime Sadness,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Paired_Speech_Group/0006.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Paired_Speech_Group/0006.TextGrid,True,i've got that summertime summertime sadness s s summertime summertime sadness,ive got that summertime summertime sadness s s summertime summertime sadness
EN-Tenor-1__mixed_falsetto__speech__Summertime_Sadness__0002,EN-Tenor-1,mixed_falsetto,speech,Paired_Speech_Group,Summertime Sadness,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Paired_Speech_Group/0002.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Paired_Speech_Group/0002.TextGrid,True,oh my god i feel it in the air telephone wires above all sizzling like a snare honey i'm,oh my god i feel it in the air telephone wires above all sizzling like a snare honey im
EN-Tenor-1__mixed_falsetto__speech__Summertime_Sadness__0003,EN-Tenor-1,mixed_falsetto,speech,Paired_Speech_Group,Summertime Sadness,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Paired_Speech_Group/0003.wav,/content/drive/Othercomputers/Il mio laptop/Desktop/Music Information Retrieval/Project/atlas/English_raw/English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Paired_Speech_Group/0003.TextGrid,True,on fire i feel it everywhere nothing scares me anymore,on fire i feel it everywhere nothing scares me anymore
