phoneme,dur_ms,f0_mean,f0_std,f0_range,singer_id,technique,has_mix,has_falsetto,has_breathy,has_pharyngeal,has_vibrato,has_glissando
EH1,669.9999999999999,287.6923231773007,23.013578803404712,71.6592141746645,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
<AP>,270.0,272.01345855259507,2.4669503798455223,7.276477129307068,EN-Tenor-1,pharyngeal,0,0,0,0,0,0
AH1,220.0000000000002,355.95059018757723,39.5483690997683,115.60064275964476,EN-Tenor-1,pharyngeal,0,0,0,1,0,1
M,120.00000000000011,390.9884865521012,5.888555138309055,16.804041076192675,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
T,40.000000000000036,405.79970268299394,17.964994050289615,38.25562495766263,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AY2,169.99999999999994,400.3276955621869,7.0764403613820495,23.56130880746349,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
M,99.99999999999964,393.32135413422986,1.6533584652430813,5.2023770623092105,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
IH1,149.99999999999946,400.5118312189263,2.783236280823932,9.541333796377387,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
T,30.00000000000025,397.96834198399165,0.813106463336252,1.985415885601526,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
L,30.00000000000025,400.785933729044,0.5010097386245198,1.2272111341681011,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AE1,549.9999999999998,382.8154483137452,32.25239374647953,121.20200496612364,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
IH0,149.99999999999946,285.2407737790197,3.906751028653029,10.80130652917319,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
N,49.99999999999982,286.9157515386669,3.6888077764456475,10.202913545369881,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
L,40.000000000000036,295.55644560647835,1.1454376698418938,3.0833061318746218,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AH1,640.0000000000006,297.97904877450856,3.221014176034961,15.825128796915124,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
B,30.00000000000025,279.5283177886951,0.6012378992706706,1.3906369423991691,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AH1,139.9999999999997,292.1683529978214,5.05452290150482,16.291155434719826,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AH1,139.9999999999997,330.7703995202529,4.7182588197635225,18.02184359738328,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
M,100.00000000000054,321.1596264651587,15.88300634766157,41.98738296620462,EN-Tenor-1,pharyngeal,0,0,0,1,0,1
AY2,280.0000000000002,299.9063702794464,4.1753943370140805,13.272368738400075,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
M,100.00000000000054,295.0822436190607,5.714624060817909,19.797226880443986,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
IH0,290.00000000000006,302.59639279881407,8.586169470476282,26.84961379248773,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
HH,89.99999999999986,218.35825151498625,0.9343104105701311,2.2698645092600316,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
ER1,279.9999999999994,217.72816260528973,4.413549496056258,16.659406240291673,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
IH0,230.00000000000043,199.3257391714941,2.6217232832691524,7.969026748755823,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
N,160.00000000000014,217.89719465619274,7.690984082646746,24.05392867198563,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
S,80.00000000000007,195.82541304605553,2.982615507916124,8.57440468867253,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
EH1,2814.0,212.7379278302744,23.244366385989583,68.37646521550533,EN-Tenor-1,pharyngeal,0,0,0,1,0,1
<SP>,135.00000000000156,253.20293970292886,4.9072551907578195,18.828719418274517,EN-Tenor-1,pharyngeal,0,0,0,0,0,0
EH1,169.99999999999997,326.4730275745144,2.503655430749319,11.186459836921301,EN-Alto-2,vibrato,1,0,0,0,0,0
T,30.00000000000003,317.8418352033284,3.040717530883778,6.763416080073796,EN-Alto-2,vibrato,1,0,0,0,0,0
AH0,169.99999999999997,325.9812993356015,2.4259635664677783,7.367461273350386,EN-Alto-2,vibrato,1,0,0,0,0,0
L,199.99999999999994,327.6681755299684,3.7613200189443345,12.509864871981677,EN-Alto-2,vibrato,1,0,0,0,0,0
AW1,710.0,276.1362907661445,4.651837030702653,21.374908743843548,EN-Alto-2,vibrato,1,0,0,0,1,0
N,351.0,280.129560936813,5.546756559698033,26.251519442034294,EN-Alto-2,vibrato,1,0,0,0,1,0
DH,40.000000000000036,239.2702239138863,1.6658345071843683,4.497825518160482,EN-Alto-2,vibrato,1,0,0,0,0,0
AE1,199.99999999999994,242.70250244577105,4.416711445530725,13.71871437981929,EN-Alto-2,vibrato,1,0,0,0,0,0
T,60.00000000000006,191.07901832244897,2.0343851865235876,4.978201733488277,EN-Alto-2,vibrato,1,0,0,0,0,0
Y,129.9999999999999,212.0559757473209,8.662461177097393,28.366948007925828,EN-Alto-2,vibrato,1,0,0,0,1,0
UW1,810.0,221.96078485826803,4.965909116010101,17.496861831744212,EN-Alto-2,vibrato,1,0,0,0,1,0
<AP>,500.0,224.18431434894245,1.3598706550050015,3.98170846024081,EN-Alto-2,vibrato,0,0,0,0,0,0
AW1,350.0000000000005,311.9830387351321,16.26086841820037,52.042750596196356,EN-Alto-2,vibrato,1,0,0,0,0,0
N,80.00000000000007,328.8203475276559,0.89969828775437,2.399300478134421,EN-Alto-2,vibrato,1,0,0,0,0,0
D,49.99999999999982,327.5897481625577,2.79732422287582,7.717906638852298,EN-Alto-2,vibrato,1,0,0,0,0,0
AH0,59.99999999999961,331.28830987997776,1.365796463400399,3.54451307709337,EN-Alto-2,vibrato,1,0,0,0,0,0
G,140.00000000000057,269.96848095347053,0.7732937508062355,1.8227844498238142,EN-Alto-2,vibrato,1,0,0,0,1,0
ER1,1109.9999999999995,279.4812662462683,7.828999820608432,46.55081857761823,EN-Alto-2,vibrato,1,0,0,0,1,0
L,30.999999999999694,243.58038933592925,1.9770911352535248,4.800451095464922,EN-Alto-2,vibrato,1,0,0,0,1,0
AE1,140.00000000000057,263.242932260766,5.57998253191723,18.608583209212043,EN-Alto-2,vibrato,1,0,0,0,0,0
N,80.00000000000007,252.2160014587598,5.9299220036259035,18.896191906761715,EN-Alto-2,vibrato,1,0,0,0,0,0
D,40.000000000000036,227.9501352849445,3.5539272177893526,9.327178614082953,EN-Alto-2,vibrato,1,0,0,0,0,0
Y,89.99999999999986,222.3804467095253,1.008883260955442,2.6241861083288995,EN-Alto-2,vibrato,1,0,0,0,1,0
UW1,610.0000000000003,223.32603036610183,2.1166197353580203,9.00602348538635,EN-Alto-2,vibrato,1,0,0,0,1,0
<AP>,699.9999999999993,225.32840998505122,1.9106123704231268,6.165167013597426,EN-Alto-2,vibrato,0,0,0,0,0,0
DH,171.0,246.479904539553,2.0930111583389883,5.5172643870352545,EN-Alto-2,breathy,0,0,1,0,0,0
AE1,90.0,247.101257813218,2.447548271143385,7.795859248281289,EN-Alto-2,breathy,0,0,1,0,0,0
T,39.99999999999998,251.36600143682463,8.320867336023115,21.88322568384561,EN-Alto-2,breathy,0,0,1,0,0,0
AY1,100.00000000000003,269.99349028263,1.865888619200911,6.409796228169341,EN-Alto-2,breathy,0,0,1,0,0,0
IH1,189.99999999999994,328.74498915960805,1.264146778005404,3.5039092678370025,EN-Alto-2,breathy,0,0,1,0,0,0
N,130.0,327.9865805937985,1.596758033219959,4.909131882915119,EN-Alto-2,breathy,0,0,1,0,0,0
W,50.00000000000004,327.25780926168244,0.6266938768885997,1.8534077907062851,EN-Alto-2,breathy,0,0,1,0,0,0
AA1,470.0,323.4635976324905,4.96824868350089,15.31868128944734,EN-Alto-2,breathy,0,0,1,0,0,1
IH0,70.00000000000006,318.58292119510844,3.0268133145161014,8.923207357823003,EN-Alto-2,breathy,0,0,1,0,0,0
NG,380.0000000000001,313.8504584686115,0.8880631407531435,3.6811285324693017,EN-Alto-2,breathy,0,0,1,0,0,0
M,159.9999999999997,319.2232098001425,10.190760616150273,29.390181221648163,EN-Alto-2,breathy,0,0,0,0,0,0
AY1,533.0000000000003,320.283676656136,9.874107420718628,37.67001698795036,EN-Alto-2,breathy,0,0,0,0,0,1
HH,139.9999999999997,311.7383437473893,3.959880177621351,10.749737849617986,EN-Alto-2,breathy,0,0,1,0,0,0
AE1,189.99999999999994,316.531316630693,1.6375611245055797,5.508579825097911,EN-Alto-2,breathy,0,0,1,0,0,0
N,60.00000000000006,315.0471864899143,1.5417526961895234,4.389053112777503,EN-Alto-2,breathy,0,0,1,0,0,0
IH1,169.99999999999994,326.05243963917405,2.4660412470017348,7.688190347199338,EN-Alto-2,breathy,0,0,1,0,0,0
N,70.00000000000028,330.48346849476735,0.6366547987584492,1.6487702120104473,EN-Alto-2,breathy,0,0,1,0,0,0
F,169.99999999999994,324.18747028599705,7.10213665886025,15.237399642370804,EN-Alto-2,breathy,0,0,1,0,0,0
ER0,479.99999999999955,320.4480412785876,9.815696857239901,30.029757634563452,EN-Alto-2,breathy,0,0,1,0,0,1
EH1,450.00000000000017,330.61499694647915,1.7577980687339199,6.5272220966575105,EN-Alto-2,breathy,0,0,1,0,0,0
V,179.99999999999972,305.6733789530613,38.25526992466707,89.94590869954695,EN-Alto-2,breathy,0,0,1,0,0,0
ER0,550.0000000000007,271.6798506640329,13.931796519621543,41.49037338875016,EN-Alto-2,breathy,0,0,1,0,0,0
AY1,221.00000000000009,246.59802239066488,7.494153521950242,18.31104638449858,EN-Alto-2,breathy,0,0,1,0,0,0
N,80.00000000000007,268.0432574725339,8.237753220219572,23.22320152662644,EN-Alto-2,breathy,0,0,1,0,0,0
OW1,89.99999999999986,290.1890979839974,3.187200449925227,9.378497477200654,EN-Alto-2,breathy,0,0,1,0,0,0
DH,108.99999999999999,298.08402965818124,14.269786537348336,38.087962479970486,EN-Alto-2,breathy,0,0,1,0,0,0
EH1,274.0,328.1514800865986,1.870128610408773,6.994543024437405,EN-Alto-2,breathy,0,0,1,0,0,0
R,161.99999999999991,328.7031332603736,1.2931240106757644,3.8529679492166906,EN-Alto-2,breathy,0,0,1,0,0,0
IH1,435.0000000000005,325.6633070624796,3.017107313674885,10.302056869421904,EN-Alto-2,breathy,0,0,1,0,0,0
Z,119.99999999999922,329.93402731285727,0.40849101291569,0.9585821381398318,EN-Alto-2,breathy,0,0,1,0,0,0
OW1,910.0000000000001,389.4244463727848,37.331298546706236,99.74854217732928,EN-Alto-2,breathy,0,0,1,0,0,0
P,270.00000000000136,421.79263776525,4.929538512725381,20.964882503630236,EN-Alto-2,breathy,0,0,1,0,0,0
AY1,320.0,457.1916543567119,24.056268139035854,79.08397352143515,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
Y,420.0,495.1288611967757,16.164692292142124,47.779409877301305,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
UW1,30.00000000000003,490.77764768157914,6.170407046183728,14.894790562615299,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
Z,30.00000000000003,468.80182778850104,3.896582353334654,8.41602676290438,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
D,122.0,490.8973942530192,4.410024318883875,16.17916420436285,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AH0,169.99999999999994,331.4652404048549,3.9112636732904504,14.628632438354316,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
N,250.0,330.00966752984874,13.661382951704985,50.557336847366,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
OW1,1510.0,380.58537438820224,5.760184313007021,31.494519067901876,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AH1,30.00000000000025,450.00555431853803,2.594976672628599,6.355520721707023,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
T,59.99999999999961,455.462678437108,7.233017329667301,18.46672289476396,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AY1,640.0000000000001,483.4209216360594,15.63193966608051,38.84232075281392,EN-Tenor-1,pharyngeal,0,0,0,1,0,1
M,140.0000000000001,361.3374495668736,63.54264445331807,176.57428518851412,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
N,40.000000000000036,329.2435221006569,3.9844390343929477,10.300319987030718,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AA1,229.99999999999997,323.45869415188815,4.1469015941425456,15.530302833235453,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
UH1,620.0000000000001,389.70837854977407,3.381131334899257,19.40331373662059,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
R,149.99999999999946,379.8425296261425,8.52332400838487,32.81176644808255,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
N,90.00000000000074,332.6615132860409,7.6209671728595225,23.308241880083358,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AW1,1479.9999999999995,338.7268008915449,4.072028441168924,18.23538067530717,EN-Tenor-1,pharyngeal,0,0,0,1,0,0
AH0,380.0,340.2853072472992,13.277776331512475,32.79309535151026,EN-Alto-2,mixed_voice,1,0,0,0,0,0
DH,49.999999999999986,288.6899834692836,12.252704332961017,30.961783494075576,EN-Alto-2,mixed_voice,1,0,0,0,0,0
OW1,679.9999999999999,314.64771261000743,2.4729622023014484,9.398059449610685,EN-Alto-2,mixed_voice,1,0,0,0,0,0
Z,90.00000000000009,299.0848425586981,8.365056966449055,22.059605775888315,EN-Alto-2,mixed_voice,1,0,0,0,0,0
UW1,209.99999999999997,334.7562740493834,12.536355017288814,38.81472590825575,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AA1,479.9999999999998,330.2110050840475,18.597541896025547,44.955433119330166,EN-Alto-2,mixed_voice,1,0,0,0,0,0
R,40.000000000000036,313.5976026475074,2.789797133823381,7.217110193265967,EN-Alto-2,mixed_voice,1,0,0,0,0,0
F,110.00000000000031,312.08455704901183,0.20874041145761718,0.4479830669563398,EN-Alto-2,mixed_voice,1,0,0,0,0,0
R,79.99999999999963,320.29268719377666,2.230040754725056,6.664154816675705,EN-Alto-2,mixed_voice,1,0,0,0,0,0
IY1,710.0000000000005,315.05347363628346,4.5940508141333325,19.90242079568344,EN-Alto-2,mixed_voice,1,0,0,0,0,0
IY0,209.99999999999997,302.3481675185043,1.9426512714406712,6.048631606947083,EN-Alto-2,mixed_voice,1,0,0,0,0,0
M,169.99999999999994,309.85244372408596,3.845857865710054,15.900060053122388,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AY1,580.0000000000001,311.768757061228,1.6901808628548904,8.201333504910338,EN-Alto-2,mixed_voice,1,0,0,0,0,0
N,40.000000000000036,307.14574134561707,6.181426766712425,16.272479711404173,EN-Alto-2,mixed_voice,1,0,0,0,0,0
D,80.00000000000007,300.0865061139,4.756114017754938,13.383383498521994,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AE1,330.00000000000006,340.7084059407034,12.883875908951762,33.03490443787183,EN-Alto-2,mixed_voice,1,0,0,0,0,0
L,49.99999999999982,346.7062015174064,2.524558001725083,6.757860699178536,EN-Alto-2,mixed_voice,1,0,0,0,0,0
IY1,290.00000000000006,311.8342332238928,4.3380229270867465,23.55967735865505,EN-Alto-2,mixed_voice,1,0,0,0,0,0
K,139.9999999999997,323.55724592909377,17.903386970232763,37.926178552842714,EN-Alto-2,mixed_voice,1,0,0,0,0,0
IY1,740.0000000000002,348.9000757077317,2.3560755141208345,13.75035475083638,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AA1,39.99999999999999,218.5366342894845,1.1243713413266958,2.9306637938584856,EN-Tenor-1,vibrato,1,0,0,0,0,0
Z,130.0,205.10197812723098,4.34533258421852,10.642756146612243,EN-Tenor-1,vibrato,1,0,0,0,0,0
W,60.0,212.0487832143795,4.382359831321302,11.566242113956264,EN-Tenor-1,vibrato,1,0,0,0,0,0
EH1,60.0,219.77404723415563,0.48055081059627075,1.4538273933793562,EN-Tenor-1,vibrato,1,0,0,0,0,0
N,70.0,215.74623681936131,0.8718790641050747,2.712321347660037,EN-Tenor-1,vibrato,1,0,0,0,0,0
Y,120.00000000000006,223.10793735641013,7.175617832139149,21.051640993750084,EN-Tenor-1,vibrato,1,0,0,0,0,0
UW1,59.99999999999994,242.5149799263976,2.9450765955499234,8.632736443415524,EN-Tenor-1,vibrato,1,0,0,0,0,0
N,160.00000000000003,222.18592968411483,8.939196180094292,24.14835496887906,EN-Tenor-1,vibrato,1,0,0,0,0,0
EH1,169.99999999999994,217.5854440410016,1.8444732499076752,5.4474232768382365,EN-Tenor-1,vibrato,1,0,0,0,0,0
V,60.00000000000006,216.3211940462314,6.0631920335389555,17.671529799192257,EN-Tenor-1,vibrato,1,0,0,0,0,0
ER0,90.00000000000009,244.69151831509095,4.764045542443337,13.827314007328852,EN-Tenor-1,vibrato,1,0,0,0,0,0
IY1,130.0000000000001,212.58035420491157,1.824018203721169,5.8718688557233065,EN-Tenor-1,vibrato,1,0,0,0,0,0
DH,69.99999999999984,202.95609009078885,4.584474630784433,13.469651096488263,EN-Tenor-1,vibrato,1,0,0,0,0,0
AH0,90.00000000000009,232.49229729549018,2.5017676387552723,7.837221408718733,EN-Tenor-1,vibrato,1,0,0,0,0,0
L,99.99999999999987,214.2543071319382,4.900551393785807,14.431928443894009,EN-Tenor-1,vibrato,1,0,0,0,0,0
AY1,210.0000000000002,213.2638548527619,1.1597371900636615,3.6012203348602156,EN-Tenor-1,vibrato,1,0,0,0,0,0
T,30.00000000000003,215.00661131896445,0.33229282559156564,0.7960418437651811,EN-Tenor-1,vibrato,1,0,0,0,0,0
IH1,179.99999999999994,229.91060642116094,8.837562329001399,24.393373812128317,EN-Tenor-1,vibrato,1,0,0,0,0,0
AA1,140.0000000000001,247.9809502464452,3.3566958882310836,12.911190629990386,EN-Tenor-1,vibrato,1,0,0,0,0,0
R,49.99999999999982,245.42037404291335,4.942948717296843,13.107216896165795,EN-Tenor-1,vibrato,1,0,0,0,0,0
D,40.99999999999993,224.40963051017647,3.492887202623859,8.47195844302297,EN-Tenor-1,vibrato,1,0,0,0,0,0
T,30.00000000000025,280.71862242639355,9.258115180330288,20.196286162281467,EN-Tenor-1,vibrato,1,0,0,0,0,0
AH0,40.000000000000036,285.86415866063544,2.2967891776455582,6.042346135399896,EN-Tenor-1,vibrato,1,0,0,0,0,0
N,169.99999999999994,256.72088868116504,16.872897366135163,44.84172984472218,EN-Tenor-1,vibrato,1,0,0,0,0,0
OW1,189.99999999999994,248.81586121273756,0.7942728942015609,2.3396274838490285,EN-Tenor-1,vibrato,1,0,0,0,0,0
W,89.99999999999986,266.45583640546823,14.23366434530297,39.77102806911219,EN-Tenor-1,vibrato,1,0,0,0,0,0
IH1,90.0000000000003,285.03084565838776,10.118539714880699,28.580967926379287,EN-Tenor-1,vibrato,1,0,0,0,0,0
W,40.000000000000036,250.6438039576536,2.0280406887689733,4.955704102223109,EN-Tenor-1,vibrato,1,0,0,0,0,0
AH1,169.99999999999994,253.9520802930981,1.8534018881138508,6.457764225627102,EN-Tenor-1,vibrato,1,0,0,0,0,0
N,80.00000000000007,265.52849171988294,11.090283385238244,31.63966008751305,EN-Tenor-1,vibrato,1,0,0,0,0,0
AH1,69.99999999999984,282.3709990094006,4.091930690074767,11.64946931005926,EN-Tenor-1,vibrato,1,0,0,0,0,0
V,120.00000000000011,255.58138722300086,11.204796022295278,28.825104089765716,EN-Tenor-1,vibrato,1,0,0,0,0,0
AH1,209.99999999999997,251.54380913193023,3.531493190985893,16.19763051880517,EN-Tenor-1,vibrato,1,0,0,0,0,0
S,80.00000000000007,253.7560469576523,24.907705706244364,57.40970223457103,EN-Tenor-1,vibrato,1,0,0,0,0,0
IH1,160.00000000000014,281.3123925499525,2.692769481827474,12.66560095904589,EN-Tenor-1,vibrato,1,0,0,0,0,0
EY1,4439.999999999999,314.0783757064348,9.820880796528952,59.57072336601317,EN-Tenor-1,vibrato,1,0,0,0,1,1
V,80.00000000000007,311.49244037532196,5.217209151668059,14.209500219600557,EN-Tenor-1,vibrato,1,0,0,0,1,0
IH0,80.00000000000007,318.96590162421046,4.087337091291491,11.547019425720123,EN-Tenor-1,vibrato,1,0,0,0,1,0
NG,614.0000000000008,313.81400883669346,5.212416747357168,16.668509272590143,EN-Tenor-1,vibrato,1,0,0,0,1,0
<SP>,548.9999999999995,308.9965048770007,2.798390484404258,7.955623929049409,EN-Tenor-1,vibrato,0,0,0,0,0,0
OW1,109.99999999999999,270.8585659334801,0.7008739867096123,2.446681532561854,EN-Tenor-1,vibrato,1,0,0,0,0,0
SH,190.0,266.3927691528438,2.8296362328129874,7.590234855428093,EN-Tenor-1,vibrato,1,0,0,0,0,0
EY1,370.0,426.7089306118692,23.939144912517534,67.57220745569441,EN-Tenor-1,vibrato,1,0,0,0,0,0
M,30.00000000000003,447.2184729815771,1.8428706340366978,4.462867564922703,EN-Tenor-1,vibrato,1,0,0,0,0,0
AO1,440.00000000000006,499.3973002302023,34.28651009650831,93.08496986486597,EN-Tenor-1,vibrato,1,0,0,0,0,1
N,49.99999999999982,385.6695508322266,10.530570167191675,24.434566571718847,EN-Tenor-1,vibrato,1,0,0,0,0,0
M,40.000000000000036,377.5448931784784,3.7609375988224474,9.923146916306735,EN-Tenor-1,vibrato,1,0,0,0,0,0
IY1,350.0000000000001,399.0393638858706,7.252556937704487,25.950229511538453,EN-Tenor-1,vibrato,1,0,0,0,0,0
N,80.00000000000007,398.7270863983125,1.8648239227228387,6.0669730470761465,EN-Tenor-1,vibrato,1,0,0,0,1,0
AW1,2098.0,437.5679531698574,14.141631344664278,48.474632832585826,EN-Tenor-1,vibrato,1,0,0,0,1,1
AY1,340.0000000000003,296.7870933656101,6.371278069929574,29.17711842474148,EN-Tenor-1,vibrato,1,0,0,0,0,0
F,120.99999999999955,287.4673287388911,0.9089493561122757,2.8491439894459063,EN-Tenor-1,vibrato,1,0,0,0,0,0
L,41.00000000000037,419.9478378563676,3.559730161700241,9.391834993952784,EN-Tenor-1,vibrato,1,0,0,0,0,0
UW1,290.00000000000006,445.59217369380417,13.042517837808195,37.91615291378588,EN-Tenor-1,vibrato,1,0,0,0,0,0
M,129.9999999999999,288.32706910478834,8.145193657616426,22.144412059640217,EN-Tenor-1,vibrato,1,0,0,0,0,0
IY1,229.99999999999955,298.9575526320691,5.0773085039325485,19.888670185031117,EN-Tenor-1,vibrato,1,0,0,0,0,0
T,169.99999999999994,281.38717150488594,11.683409203422386,28.266272945122637,EN-Tenor-1,vibrato,1,0,0,0,0,0
UW1,360.00000000000034,425.40394791564853,19.40926893606912,60.50129054291074,EN-Tenor-1,vibrato,1,0,0,0,0,1
L,40.000000000000036,256.8431484114652,1.1836514922492654,3.1631438209993803,EN-Tenor-1,vibrato,1,0,0,0,0,0
EY1,269.99999999999955,281.98737245554264,19.81305457015965,50.54786812879263,EN-Tenor-1,vibrato,1,0,0,0,0,0
S,100.00000000000054,276.9490874329461,8.47897500055682,21.199253726256018,EN-Tenor-1,vibrato,1,0,0,0,0,0
IH0,110.00000000000031,302.5825238227831,9.81053348465447,29.213384816112693,EN-Tenor-1,vibrato,1,0,0,0,0,0
Z,109.99999999999943,283.58895554688,10.530401150229622,26.898118312512338,EN-Tenor-1,vibrato,1,0,0,0,0,0
AY1,30.00000000000025,298.32726164149045,1.6520548581241972,3.9665294865301917,EN-Tenor-1,vibrato,1,0,0,0,0,0
D,30.00000000000025,299.0132033351459,1.7756277665587867,4.290617051584491,EN-Tenor-1,vibrato,1,0,0,0,0,0
N,179.99999999999972,300.07805432468444,4.208572940856568,15.24963798823137,EN-Tenor-1,vibrato,1,0,0,0,0,0
EH1,160.00000000000014,302.1679836965859,3.6300287203976853,12.01481288825596,EN-Tenor-1,vibrato,1,0,0,0,0,0
V,69.9999999999994,262.3947845930138,15.927655267622537,46.95237722958865,EN-Tenor-1,vibrato,1,0,0,0,0,0
ER0,141.0,254.5372031787893,22.775433629925146,67.62565957677839,EN-Tenor-1,vibrato,1,0,0,0,0,0
IH1,2540.0,332.5100562959774,6.735716378197007,38.00302436270101,EN-Tenor-1,vibrato,1,0,0,0,1,0
N,230.00000000000043,327.9375191497002,8.119840371900041,32.838796595696635,EN-Tenor-1,vibrato,1,0,0,0,1,0
<AP>,209.9999999999991,308.16167993005564,2.4401111991908544,5.95037475172802,EN-Tenor-1,vibrato,0,0,0,0,0,0
<AP>,2500.0,63.887633315259855,61.2757519993171,180.0891992882731,EN-Alto-2,mixed_voice,0,0,0,0,0,0
IH1,69.99999999999984,312.30773206806464,2.3591362206517212,6.5652665528048715,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AH0,59.99999999999961,330.8802873649054,5.96291357218806,16.370879109518455,EN-Alto-2,mixed_voice,1,0,0,0,0,0
HH,170.00000000000037,319.0080264237992,12.220690221404897,33.629506540627915,EN-Alto-2,mixed_voice,1,0,0,0,0,0
IY1,259.9999999999998,315.68289984516076,15.150305604124906,37.978048166606925,EN-Alto-2,mixed_voice,1,0,0,0,0,0
R,89.99999999999986,317.25892789585146,5.123822259601864,14.313588604892004,EN-Alto-2,mixed_voice,1,0,0,0,0,0
OW0,261.0000000000001,283.3305218192941,23.124298286991745,62.610591627924464,EN-Alto-2,mixed_voice,1,0,0,0,0,0
N,70.00000000000028,260.2111838850074,4.102944517553449,12.01961344045668,EN-Alto-2,mixed_voice,1,0,0,0,0,0
EH1,319.99999999999983,264.39872851829614,1.779051309717267,7.301259060277687,EN-Alto-2,mixed_voice,1,0,0,0,0,0
V,80.00000000000007,243.76836838201007,16.461632331614535,41.68936143666113,EN-Alto-2,mixed_voice,1,0,0,0,0,0
ER0,219.99999999999974,254.36931875867316,18.679309109853467,55.76906425873358,EN-Alto-2,mixed_voice,1,0,0,0,0,0
K,150.00000000000034,205.6903944111861,5.504478292260364,12.804701850562822,EN-Alto-2,mixed_voice,1,0,0,0,0,0
AH1,790.0,217.82107703531653,3.7276393805365333,11.238411850355646,EN-Alto-2,mixed_voice,1,0,0,0,0,1
M,59.99999999999961,215.8172241470451,1.1495469567533854,3.1594624074630246,EN-Alto-2,mixed_voice,1,0,0,0,0,0
UW1,1261.0000000000002,294.5555581519872,7.8290190844516045,35.01261549023474,EN-Alto-2,mixed_voice,1,0,0,0,0,1
Y,29.99999999999936,296.1282157694049,0.6446352356920996,1.5623938435593914,EN-Alto-2,mixed_voice,1,0,0,0,0,0
UW1,210.00000000000085,297.87597710820194,3.507159714523032,12.467165317597562,EN-Alto-2,mixed_voice,1,0,0,0,0,0
<AP>,1409.9999999999993,63.28437009704549,8.05481147748402,27.47688878430771,EN-Alto-2,mixed_voice,0,0,0,0,0,0
Y,179.99999999999994,210.54755980597807,3.534313942312922,9.295242115330808,EN-Alto-1,breathy,1,0,1,0,0,0
UW1,70.00000000000006,208.93258590560205,2.701665400470933,7.540283591048649,EN-Alto-1,breathy,1,0,1,0,0,0
M,109.99999999999999,218.1082324661519,8.73989656604733,29.056205501285348,EN-Alto-1,breathy,1,0,1,0,0,0
EY1,230.00000000000009,250.07610851677765,3.2343751758743706,12.574457360189427,EN-Alto-1,breathy,1,0,1,0,0,0
M,89.99999999999986,224.12999366747226,7.634343768099334,23.21073597590751,EN-Alto-1,breathy,1,0,1,0,0,0
IY1,110.0000000000001,209.79961707185075,2.143964136027456,8.505880548700446,EN-Alto-1,breathy,1,0,1,0,0,0
IH1,119.99999999999989,250.47364260049125,0.7173193869388184,1.941043042839965,EN-Alto-1,breathy,1,0,1,0,0,0
N,100.00000000000009,251.30486028848136,2.7814442506077075,7.394002765590187,EN-Alto-1,breathy,1,0,1,0,0,0
AH0,50.00000000000004,213.76045551466808,2.577383648974501,7.067582957818217,EN-Alto-1,breathy,1,0,1,0,0,0
