clean_name,singer_id,technique,group,gt_lyrics,asr_hypothesis
EN-Alto-2__pharyngeal__speech__0005,EN-Alto-2,pharyngeal,speech,<SP> when your dreams come alive <SP> you're unstoppable <SP> take a shot <SP> chase the sun <SP> find the beautiful <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__pharyngeal__speech__0004,EN-Alto-2,pharyngeal,speech,it's not until you fall that you fly <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__pharyngeal__speech__0001,EN-Alto-2,pharyngeal,speech,oh jumping out of my skin <SP> pull the chord <SP> yeah i believe it,ot do you need more either something else you are searching for
EN-Alto-2__pharyngeal__speech__0000,EN-Alto-2,pharyngeal,speech,<SP> i will run <SP> i will climb <SP> i will soar <SP> i'm undefeated,tell me something gir are you happy in this modern world
EN-Alto-2__pharyngeal__speech__0003,EN-Alto-2,pharyngeal,speech,so i'll dream <SP> until i make it real <SP> and all i see is stars <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__pharyngeal__speech__0006,EN-Alto-2,pharyngeal,speech,we will glow in the dark <SP> turning dust to gold <SP> and we'll dream it <SP> possible <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__pharyngeal__speech__0002,EN-Alto-2,pharyngeal,speech,somebody to know <SP> somebody to have <SP> somebody to hold <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__pharyngeal__speech__0005,EN-Alto-2,pharyngeal,speech,i let my guard down <SP> and then you pulled the rug <SP> i was getting kinda used to being someone you loved <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__pharyngeal__speech__0004,EN-Alto-2,pharyngeal,speech,<SP> now the day bleeds <SP> into nightfall <SP> and you're not here <SP> to get me through it all <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__pharyngeal__speech__0001,EN-Alto-2,pharyngeal,speech,this all or nothing <SP> really got a way of driving me crazy <SP> i need somebody to heal <SP>,ot do you need more either something else you are searching for
EN-Alto-2__pharyngeal__speech__0000,EN-Alto-2,pharyngeal,speech,<SP> i'm going under <SP> and this time <SP> i fear there's no one to save me <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__pharyngeal__speech__0003,EN-Alto-2,pharyngeal,speech,it's easy to say <SP> but <SP> it's never the same <SP> i guess <SP> i kinda liked the way you numbed all the pain <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__pharyngeal__speech__0002,EN-Alto-2,pharyngeal,speech,then <SP> i am still <SP> and wait here in the silence <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__pharyngeal__speech__0007,EN-Alto-2,pharyngeal,speech,you raise me up <SP> to more than i can be <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-2__pharyngeal__speech__0005,EN-Alto-2,pharyngeal,speech,you raise me up <SP> to walk on stormy seas <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__pharyngeal__speech__0004,EN-Alto-2,pharyngeal,speech,<SP> you raise me up <SP> so i can stand on mountains <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__pharyngeal__speech__0001,EN-Alto-2,pharyngeal,speech,when troubles come <SP> and my heart <SP> burdened be <SP>,ot do you need more either something else you are searching for
EN-Alto-2__pharyngeal__speech__0000,EN-Alto-2,pharyngeal,speech,<SP> when i am down <SP> and oh my soul so weary <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__pharyngeal__speech__0003,EN-Alto-2,pharyngeal,speech,until you come <SP> and sit a while with me <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__pharyngeal__speech__0006,EN-Alto-2,pharyngeal,speech,i am strong <SP> when i am on your shoulders <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__pharyngeal__speech__0002,EN-Alto-2,pharyngeal,speech,i wonder why <SP> i wonder where they are <SP> the days we had <SP>,unfolling in all the good harms i found myself loaning for tange
EN-Alto-2__pharyngeal__speech__0007,EN-Alto-2,pharyngeal,speech,overseas from coast to coast <SP> to find a place <SP> i love the most <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-2__pharyngeal__speech__0005,EN-Alto-2,pharyngeal,speech,<SP> so i say a little prayer <SP> and hope my dreams <SP> will take me there <SP>,and the hear keeping ne so hack oer i'm falling
EN-Alto-2__pharyngeal__speech__0004,EN-Alto-2,pharyngeal,speech,i'm holding on forever <SP> reaching for a love <SP> that seems so far <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__pharyngeal__speech__0008,EN-Alto-2,pharyngeal,speech,where the fields <SP> are green <SP> to see you once again <SP> my love <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-2__pharyngeal__speech__0001,EN-Alto-2,pharyngeal,speech,i'm all alone <SP> the rooms are getting smaller <SP> i wonder how <SP>,or do you need more either something else you are searching for
EN-Alto-2__pharyngeal__speech__0000,EN-Alto-2,pharyngeal,speech,<SP> an empty street <SP> an empty house <SP> a hole inside my heart <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__pharyngeal__speech__0003,EN-Alto-2,pharyngeal,speech,the songs we sang together <SP> oh yeah <SP> and oh my love <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__pharyngeal__speech__0006,EN-Alto-2,pharyngeal,speech,where the skies are blue to see you once again <SP> my love <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__breathy__speech__0002,EN-Alto-2,breathy,speech,it made me smile <SP> those were such happy times <SP> and not so long ago <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__breathy__speech__0007,EN-Alto-2,breathy,speech,when they get to the part <SP> where he's breaking her heart <SP> it can really make me cry <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-2__breathy__speech__0005,EN-Alto-2,breathy,speech,<SP> every shalalala every wo'wo <SP> still,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__breathy__speech__0004,EN-Alto-2,breathy,speech,just like a long lost friend <SP> all the songs <SP> i loved so well <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__breathy__speech__0008,EN-Alto-2,breathy,speech,just <SP> like before <SP> it's yesterday once more <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-2__breathy__speech__0001,EN-Alto-2,breathy,speech,waiting for my favorite songs <SP> when they played i'd sing along <SP>,ot do you need more either something else you are searching for
EN-Alto-2__breathy__speech__0000,EN-Alto-2,breathy,speech,<SP> when i was young i'd listen to the radio <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__breathy__speech__0003,EN-Alto-2,breathy,speech,how i wondered where they'd gone <SP> but they're back again <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__breathy__speech__0006,EN-Alto-2,breathy,speech,shines <SP> every shing a ling a ling <SP> that they're starting to sing <SP> so fine <SP>,in all the good harms i found myself loning for change and in the bad hams i fear myself
EN-Alto-2__breathy__speech__0002,EN-Alto-2,breathy,speech,what's going on <SP> in that beautiful mind <SP> i'm on your magical mystery ride <SP>,unfalling in all the good harms i found myself loning for tange
EN-Alto-2__breathy__speech__0007,EN-Alto-2,breathy,speech,love your curves <SP> and all your edges <SP> all your perfect <SP> imperfections <SP>,don't you let it go i'm wonder strack dancin round he all alone
EN-Alto-2__breathy__speech__0005,EN-Alto-2,breathy,speech,you're crazy <SP> and i'm out of my mind <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__breathy__speech__0004,EN-Alto-2,breathy,speech,my head's under water <SP> but i'm breathing fine <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__breathy__speech__0008,EN-Alto-2,breathy,speech,give your all to me <SP> i'll give my all to you <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-2__breathy__speech__0009,EN-Alto-2,breathy,speech,you're my end <SP> and my beginning <SP> even when i lose <SP> i'm winning <SP>,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Alto-2__breathy__speech__0001,EN-Alto-2,breathy,speech,got my head spinning <SP> no kidding <SP> i can't pin you down <SP>,ot do you need more either something else you are searching for
EN-Alto-2__breathy__speech__0000,EN-Alto-2,breathy,speech,<SP> what would i do <SP> without your smart mouth <SP> drawing me in <SP> and you kicking me out <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__breathy__speech__0003,EN-Alto-2,breathy,speech,and i'm so dizzy <SP> don't know what hit me <SP> but <SP> i'll be alright <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__breathy__speech__0006,EN-Alto-2,breathy,speech,<SP> cause all of me <SP> loves all of you <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__breathy__speech__0002,EN-Alto-2,breathy,speech,in these waters <SP> but <SP> i can't bring myself to swim <SP> when i am drowning <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__breathy__speech__0007,EN-Alto-2,breathy,speech,what i chose to do <SP> so go easy on me <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-2__breathy__speech__0005,EN-Alto-2,breathy,speech,i was still a child <SP> didn't get the chance to <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__breathy__speech__0004,EN-Alto-2,breathy,speech,<SP> go easy on me <SP> baby <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__breathy__speech__0001,EN-Alto-2,breathy,speech,that i've been washing my hands <SP> in forever <SP> i know there is hope <SP>,ot do you need more either something else you are searching for
EN-Alto-2__breathy__speech__0000,EN-Alto-2,breathy,speech,<SP> there ain't no gold <SP> in this river <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__breathy__speech__0003,EN-Alto-2,breathy,speech,in this silence <SP> baby <SP> let me in <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__breathy__speech__0006,EN-Alto-2,breathy,speech,feel the world <SP> around me <SP> i had no time to choose <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__breathy__speech__0010,EN-Alto-2,breathy,speech,sometimes <SP> it lasts in love but sometimes it <SP> hurts instead,when the sun goes down in the bear on play i always
EN-Alto-2__breathy__speech__0002,EN-Alto-2,breathy,speech,married now i heard <SP> that your dreams came true <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__breathy__speech__0011,EN-Alto-2,breathy,speech,sometimes it lasts in love <SP> but sometimes it hurts <SP> instead <SP>,remember us this way way
EN-Alto-2__breathy__speech__0007,EN-Alto-2,breathy,speech,<SP> never mind <SP> i'll find someone like you,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-2__breathy__speech__0005,EN-Alto-2,breathy,speech,or hide <SP> from the light <SP> i hate to turn up out of the <SP> blue uninvited <SP> but <SP> i,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__breathy__speech__0004,EN-Alto-2,breathy,speech,old friend why are <SP> you so shy ain't like <SP> you to hold back <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__breathy__speech__0008,EN-Alto-2,breathy,speech,i <SP> wish nothing but the <SP> best for you <SP> too <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-2__breathy__speech__0009,EN-Alto-2,breathy,speech,don't forget <SP> me i beg i'll remember you said,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Alto-2__breathy__speech__0001,EN-Alto-2,breathy,speech,settled down that you found a girl <SP> and you,ot do you need more either something else you are searching for
EN-Alto-2__breathy__speech__0000,EN-Alto-2,breathy,speech,<SP> i <SP> heard <SP> that you <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__breathy__speech__0003,EN-Alto-2,breathy,speech,guess she gave you <SP> things i <SP> didn't give to you <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__breathy__speech__0006,EN-Alto-2,breathy,speech,couldn't stay <SP> away i couldn't fight it <SP> i had hoped you'd see my face and that <SP> you'd <SP> be reminded <SP> that for <SP> me <SP> it isn't over <SP>,in all the good harms i found myself loning for change and in the bad hams i fear myself
EN-Alto-2__breathy__speech__0002,EN-Alto-2,breathy,speech,is everything we were <SP> don't make us who we are <SP> so i'll dream <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__breathy__speech__0005,EN-Alto-2,breathy,speech,we will glow in the dark <SP> turning dust to gold <SP> and we'll dream it <SP> possible <SP>,and the hear keeping ne so hock oer i'm falling
EN-Alto-2__breathy__speech__0004,EN-Alto-2,breathy,speech,<SP> when your dreams come alive <SP> you're unstoppable <SP> take a shot <SP> chase the sun <SP> find the beautiful <SP>,un to tire to tryin a feel tho wod or doin me more
EN-Alto-2__breathy__speech__0001,EN-Alto-2,breathy,speech,jumping out of my skin <SP> pull the chord <SP> yeah i believe it <SP> the past <SP>,or do you need more either something else you are searching for
EN-Alto-2__breathy__speech__0000,EN-Alto-2,breathy,speech,<SP> i will run <SP> i will climb <SP> i will soar <SP> i'm undefeated <SP>,tell me something girl are you happy in this modern world
EN-Alto-2__breathy__speech__0003,EN-Alto-2,breathy,speech,until i make it real <SP> and all i see is stars <SP> it's not until you fall that you fly <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__breathy__speech__0002,EN-Alto-2,breathy,speech,somebody to know <SP> somebody to have <SP> somebody to hold <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__breathy__speech__0005,EN-Alto-2,breathy,speech,i let my guard down <SP> and then you pulled the rug <SP> i was getting kinda used to being someone you loved <SP>,and the hear keeping ne so hock oer i'm falling
EN-Alto-2__breathy__speech__0004,EN-Alto-2,breathy,speech,<SP> now the day bleeds <SP> into nightfall <SP> and you're not here <SP> to get me through it all <SP>,un to tired to tryin a feel tho wod or doin me more
EN-Alto-2__breathy__speech__0001,EN-Alto-2,breathy,speech,this all or nothing <SP> really got a way of driving me crazy <SP> i need somebody to heal <SP>,or do you need more either something else you are searching for
EN-Alto-2__breathy__speech__0000,EN-Alto-2,breathy,speech,<SP> i'm going under <SP> and this time <SP> i fear there's no one to save me <SP>,tell me something girl are you happy in this modern world
EN-Alto-2__breathy__speech__0003,EN-Alto-2,breathy,speech,it's easy to say <SP> but <SP> it's never the same <SP> i guess <SP> i kinda liked the way you numbed all the pain <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__breathy__speech__0002,EN-Alto-2,breathy,speech,i wonder why <SP> i wonder where they are <SP> the days we had <SP>,unfalling in all the good harms i found myself loning for tange
EN-Alto-2__breathy__speech__0007,EN-Alto-2,breathy,speech,overseas from coast to coast <SP> to find a place <SP> i love the most <SP>,don't you let it go i'm wonder strock dancing round her all alone
EN-Alto-2__breathy__speech__0005,EN-Alto-2,breathy,speech,<SP> so i say a little prayer <SP> and hope my dreams <SP> will take me there <SP>,and the hear keeping ne so hack oer i'm falling
EN-Alto-2__breathy__speech__0004,EN-Alto-2,breathy,speech,i'm holding on forever <SP> reaching for a love <SP> that seems so far <SP>,un to tired to tryin a feel tho wod or doin me more
EN-Alto-2__breathy__speech__0008,EN-Alto-2,breathy,speech,where the fields <SP> are green <SP> to see you once again <SP> my love <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-2__breathy__speech__0001,EN-Alto-2,breathy,speech,i'm all alone <SP> the rooms are getting smaller <SP> i wonder how <SP>,ot do you need more either something else you are searching for
EN-Alto-2__breathy__speech__0000,EN-Alto-2,breathy,speech,<SP> an empty street <SP> an empty house <SP> a hole inside my heart <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__breathy__speech__0003,EN-Alto-2,breathy,speech,the songs we sang together <SP> oh yeah <SP> and oh my love <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__breathy__speech__0006,EN-Alto-2,breathy,speech,where the skies are blue to see you once again <SP> my love <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__vibrato__speech__0002,EN-Alto-2,vibrato,speech,it made me smile <SP> those were such happy times <SP> and not so long ago <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__vibrato__speech__0007,EN-Alto-2,vibrato,speech,when they get to the part <SP> where he's breaking her heart <SP> it can really make me cry <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-2__vibrato__speech__0005,EN-Alto-2,vibrato,speech,<SP> every shalalala every wo'wo <SP> still shines <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__vibrato__speech__0004,EN-Alto-2,vibrato,speech,just like a long lost friend <SP> all the songs <SP> i loved so well <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__vibrato__speech__0008,EN-Alto-2,vibrato,speech,just <SP> like before <SP> it's yesterday once more <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-2__vibrato__speech__0001,EN-Alto-2,vibrato,speech,waiting for my favorite songs <SP> when they played i'd sing along <SP>,ot do you need more either something else you are searching for
EN-Alto-2__vibrato__speech__0000,EN-Alto-2,vibrato,speech,<SP> when i was young i'd listen to the radio <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__vibrato__speech__0003,EN-Alto-2,vibrato,speech,how i wondered where they'd gone <SP> but they're back again <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__vibrato__speech__0006,EN-Alto-2,vibrato,speech,every shing a ling a ling <SP> that they're starting to sing <SP> so fine <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__vibrato__speech__0002,EN-Alto-2,vibrato,speech,what's going on <SP> in that beautiful mind <SP> i'm on your magical mystery ride <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__vibrato__speech__0007,EN-Alto-2,vibrato,speech,i'll give my all to you <SP> you're my end <SP> and my beginning <SP> even when i lose <SP> i'm winning <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-2__vibrato__speech__0005,EN-Alto-2,vibrato,speech,<SP> cause all of me <SP> loves all of you <SP> love your curves <SP> and all your edges <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__vibrato__speech__0004,EN-Alto-2,vibrato,speech,my head's under water <SP> but i'm breathing fine <SP> you're crazy <SP> and i'm out of my mind <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__vibrato__speech__0001,EN-Alto-2,vibrato,speech,got my head spinning <SP> no kidding <SP> i can't pin you down <SP>,ot do you need more either something else you are searching for
EN-Alto-2__vibrato__speech__0000,EN-Alto-2,vibrato,speech,<SP> what would i do <SP> without your smart mouth <SP> drawing me in <SP> and you kicking me out <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__vibrato__speech__0003,EN-Alto-2,vibrato,speech,and i'm so dizzy <SP> don't know what hit me <SP> but <SP> i'll be alright <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__vibrato__speech__0006,EN-Alto-2,vibrato,speech,all your perfect <SP> imperfections <SP> give your all to me <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__vibrato__speech__0002,EN-Alto-2,vibrato,speech,in these waters <SP> but <SP> i can't bring myself to swim <SP> when i am drowning <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__vibrato__speech__0007,EN-Alto-2,vibrato,speech,what i chose to do <SP> so go easy on me <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-2__vibrato__speech__0005,EN-Alto-2,vibrato,speech,was still a child <SP> didn't get the chance to <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__vibrato__speech__0004,EN-Alto-2,vibrato,speech,<SP> go easy on me <SP> baby <SP> i,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__vibrato__speech__0001,EN-Alto-2,vibrato,speech,that i've been washing my hands <SP> in forever <SP> i know there is hope <SP>,ot do you need more either something else you are searching for
EN-Alto-2__vibrato__speech__0000,EN-Alto-2,vibrato,speech,<SP> there ain't no gold <SP> in this river <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__vibrato__speech__0003,EN-Alto-2,vibrato,speech,in this silence <SP> baby <SP> let me in <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__vibrato__speech__0006,EN-Alto-2,vibrato,speech,feel the world <SP> around me <SP> i had no time to choose <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__vibrato__speech__0010,EN-Alto-2,vibrato,speech,sometimes <SP> it lasts in love <SP> but sometimes it hurts instead <SP>,when the sun goes down in the bear on play i always
EN-Alto-2__vibrato__speech__0002,EN-Alto-2,vibrato,speech,married now <SP> i heard <SP> that <SP> your dreams came true <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__vibrato__speech__0011,EN-Alto-2,vibrato,speech,sometimes it lasts in love <SP> but sometimes it hurts instead <SP>,remember us this way way
EN-Alto-2__vibrato__speech__0007,EN-Alto-2,vibrato,speech,<SP> never mind <SP> i'll find someone like you <SP>,don't you let it go i'm wonder strack dancin round he all alone
EN-Alto-2__vibrato__speech__0005,EN-Alto-2,vibrato,speech,or hide from the light <SP> i hate to turn up <SP> out of the blue uninvited <SP> but i,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__vibrato__speech__0004,EN-Alto-2,vibrato,speech,old friend <SP> why are you so shy <SP> ain't like you to hold back <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__vibrato__speech__0008,EN-Alto-2,vibrato,speech,i wish nothing but the best for you too <SP>,i spend forever wondering if you knew i was enchanted to meet you
EN-Alto-2__vibrato__speech__0009,EN-Alto-2,vibrato,speech,don't forget me i beg <SP> i'll remember you said <SP>,so when i'm otered up and i can't find the words every time we say good bye bebe he herds
EN-Alto-2__vibrato__speech__0001,EN-Alto-2,vibrato,speech,settled down <SP> that you found a girl <SP> and you,ot do you need more either something else you are searching for
EN-Alto-2__vibrato__speech__0000,EN-Alto-2,vibrato,speech,<SP> i heard <SP> that <SP> you are,tell me something gir are you happy in this modern world
EN-Alto-2__vibrato__speech__0003,EN-Alto-2,vibrato,speech,guess <SP> she gave you things <SP> i didn't give to you <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__vibrato__speech__0006,EN-Alto-2,vibrato,speech,couldn't stay away i couldn't fight it <SP> i had hoped <SP> you'd <SP> see my face <SP> and that you'd be reminded <SP> that for me <SP> it isn't over <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__vibrato__speech__0002,EN-Alto-2,vibrato,speech,is everything we were <SP> don't make us who we are <SP> so i'll dream <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__vibrato__speech__0005,EN-Alto-2,vibrato,speech,we will glow in the dark <SP> turning dust to gold <SP> and we'll dream it <SP> possible <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__vibrato__speech__0004,EN-Alto-2,vibrato,speech,<SP> when your dreams come alive <SP> you're unstoppable <SP> take a shot <SP> chase the sun <SP> find the beautiful <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__vibrato__speech__0001,EN-Alto-2,vibrato,speech,jumping out of my skin <SP> pull the chord <SP> yeah i believe it <SP> the past <SP>,ot do you need more either something else you are searching for
EN-Alto-2__vibrato__speech__0000,EN-Alto-2,vibrato,speech,<SP> i will run <SP> i will climb <SP> i will soar <SP> i'm undefeated <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__vibrato__speech__0003,EN-Alto-2,vibrato,speech,until i make it real <SP> and all i see is stars <SP> it's not until you fall that you fly <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__vibrato__speech__0002,EN-Alto-2,vibrato,speech,somebody to know <SP> somebody to have <SP> somebody to hold <SP>,unfalling in all the good harms i found myself loning for tange
EN-Alto-2__vibrato__speech__0005,EN-Alto-2,vibrato,speech,i let my guard down <SP> and then you pulled the rug <SP> i was getting kinda used to being someone you loved <SP>,and the hear keeping ne so hack oer i'm falling
EN-Alto-2__vibrato__speech__0004,EN-Alto-2,vibrato,speech,<SP> now the day bleeds <SP> into nightfall <SP> and you're not here <SP> to get me through it all <SP>,un to tired to tryin a feel tho wod or doin me more
EN-Alto-2__vibrato__speech__0001,EN-Alto-2,vibrato,speech,this all or nothing <SP> really got a way of driving me crazy <SP> i need somebody to heal <SP>,or do you need more either something else you are searching for
EN-Alto-2__vibrato__speech__0000,EN-Alto-2,vibrato,speech,<SP> i'm going under <SP> and this time <SP> i fear there's no one to save me <SP>,tell me something girl are you happy in this modern world
EN-Alto-2__vibrato__speech__0003,EN-Alto-2,vibrato,speech,it's easy to say <SP> but <SP> it's never the same <SP> i guess <SP> i kinda liked the way you numbed all the pain <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__vibrato__speech__0002,EN-Alto-2,vibrato,speech,then <SP> i am still <SP> and wait here in the silence <SP>,unfalling in all the good harms i found myself loning for tange
EN-Alto-2__vibrato__speech__0007,EN-Alto-2,vibrato,speech,you raise me up <SP> to more than i can be <SP>,don't you let it go i'm wonder strock dancing round her all alone
EN-Alto-2__vibrato__speech__0005,EN-Alto-2,vibrato,speech,you raise me up <SP> to walk on stormy seas <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__vibrato__speech__0004,EN-Alto-2,vibrato,speech,<SP> you raise me up <SP> so i can stand on mountains <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__vibrato__speech__0001,EN-Alto-2,vibrato,speech,when troubles come <SP> and my heart <SP> burdened be <SP>,ot do you need more either something else you are searching for
EN-Alto-2__vibrato__speech__0000,EN-Alto-2,vibrato,speech,<SP> when i am down <SP> and oh my soul so weary <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__vibrato__speech__0003,EN-Alto-2,vibrato,speech,until you come <SP> and sit a while with me <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__vibrato__speech__0006,EN-Alto-2,vibrato,speech,i am strong <SP> when i am on your shoulders <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__vibrato__speech__0002,EN-Alto-2,vibrato,speech,i wonder why <SP> i wonder where they are <SP> the days we had <SP> the songs we sang together <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__vibrato__speech__0005,EN-Alto-2,vibrato,speech,where the skies are blue to see you once again <SP> my love <SP> overseas from coast to coast <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__vibrato__speech__0004,EN-Alto-2,vibrato,speech,<SP> so i say a little prayer <SP> and hope my dreams <SP> will take me there <SP>,un to tired tryin a fiel tha wod or doin me more
EN-Alto-2__vibrato__speech__0001,EN-Alto-2,vibrato,speech,i'm all alone <SP> the rooms are getting smaller <SP> i wonder how <SP>,ot do you need more either something else you are searching for
EN-Alto-2__vibrato__speech__0000,EN-Alto-2,vibrato,speech,<SP> an empty street <SP> an empty house <SP> a hole inside my heart <SP>,tell me something gir are you happy in this modern world
EN-Alto-2__vibrato__speech__0003,EN-Alto-2,vibrato,speech,oh yeah <SP> and oh my love <SP> i'm holding on forever <SP> reaching for a love <SP> that seems so far <SP>,in the bad times i fear myself tell me something boy
EN-Alto-2__vibrato__speech__0006,EN-Alto-2,vibrato,speech,to find a place <SP> i love the most <SP> where the fields <SP> are green <SP> to see you once again <SP> my love <SP>,in all the good harms i found myself loning for change and in the bad tarms i feared mysel
EN-Alto-2__mixed_voice__speech__0002,EN-Alto-2,mixed_voice,speech,it made me smile <SP> those were such happy times <SP> and not so long ago <SP>,unfolling in all the good harms i found myself loning for tange
EN-Alto-2__mixed_voice__speech__0007,EN-Alto-2,mixed_voice,speech,where he's breaking her heart <SP> it can really make me cry <SP>,don't you let it go i'm wonder strack dancin round her all alone
EN-Alto-2__mixed_voice__speech__0005,EN-Alto-2,mixed_voice,speech,still shines <SP> every shing a ling a ling <SP> that they're starting to sing <SP>,and the hear keeping ne so hack o'er i'm falling
EN-Alto-2__mixed_voice__speech__0004,EN-Alto-2,mixed_voice,speech,<SP> every shalalala every wo'wo <SP>,un to tired tryin a fiel tha wod or doin me more
